roster,capacity,hand_size,days,window,discard_limit,gain_threshold,budget,seed,focal_seats,opponent_revision,timeout,embarrassment,total_spent,budget_remaining,sockless_days,faults,fault_details,budget_exhausted_on_day,source_sha256,python_version
"2,r,r,r",28,4,730,40,1,6,120.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1400.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1771.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1296.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2283.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1944.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2533.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1913.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1350.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1565.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1437.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1983.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2698.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1410.0,110.0,10.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2387.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1207.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1129.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1494.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1299.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2920.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1260.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2660.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,120.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1791.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1754.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1401.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1444.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1054.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1176.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1108.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1649.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1671.0,130.0,270.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1601.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1506.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1452.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2131.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1049.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,831.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1258.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1252.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1976.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1502.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1990.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1764.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1384.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1376.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,979.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,893.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1433.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1429.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1874.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2363.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1916.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,877.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1031.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1637.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2477.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1502.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1611.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1054.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2138.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2156.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1400.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1771.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1296.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2283.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1944.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2533.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1913.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1703.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1565.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1437.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1922.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2698.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1410.0,110.0,10.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2387.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1207.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1129.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1494.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1299.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2920.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1260.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1822.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,120.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1791.0,120.0,0.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1045.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1401.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1444.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1774.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1265.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1108.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1649.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1619.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1601.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1506.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1411.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1905.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1127.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,831.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1258.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1252.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1511.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1502.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1461.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1764.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1384.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1376.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,979.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
"2,r,r,r",28,4,730,40,2,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,893.0,120.0,280.0,0,0,,,e54c8f10eed42e79c0ae35d2d1dae7c4534289221e834cc873849bf23878b692,3.13.13
